state,notes,program_name,plan_name,geographic_region,medicaidonly_enrollment,dual_enrollment,total_enrollment,year,parent_organization
Arkansas,,"Arkansas Non-Emergency Medical Transport (NET) (Non-Emergency Medical Transportation)","Central Arkansas Development Council","Montgomery, Garland, Saline, Hot Springs, Clark, Pike, Sevier, Howard, Hempstead, Little River, Miller, Lafayette, Columbia, Quachita, Dallas, Calhoun, and Union Counties","89,447","12,239","101,686",2018,"Central Arkansas Development Council"
Arkansas,,"Arkansas Non-Emergency Medical Transport (NET) (Non-Emergency Medical Transportation)","Area Agency on Aging of Western Arkansas","Benton, Washington, Madison, Newton, Searcy, Baxter, Boone, Carroll, Fulton, Izard, Sharp, Stone, Independence, Jackson, Van Buren, Cleburne, White, Woodruff, Crawford, Franklin, Johnson, Pope, Sebastian, Logan, Yell, Scott, Polk, Perry, and Conway Counties","202,853","25,959","228,812",2018,"Area Agency on Aging of Western Arkansas"
Arkansas,,"Arkansas Non-Emergency Medical Transport (NET) (Non-Emergency Medical Transportation)",Mid-Delta,"Prairie, Monroe, Phillips, and Lee Counties","9,132","1,966","11,098",2018,Mid-Delta
Arkansas,,"Arkansas Non-Emergency Medical Transport (NET) (Non-Emergency Medical Transportation)","Area Agency on Aging of Southeast Arkansas","Grant, Jefferson, Arkansas, Cleveland, Lincoln, Bradley, Drew, Desha, Chicot, and Ashley Counties","41,163","6,155","47,318",2018,"Area Agency on Aging of Southeast Arkansas"
Arkansas,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Complete Health",Statewide,4,54,58,2018,PACE
Arkansas,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Total Life Healthcare",Statewide,6,194,200,2018,PACE
California,,"Rady Children’s Hospital San Diego (RCHSD) (Comprehensive MCO)","Rady Children’s Hospital San Diego (RCHSD)","San Diego County, Imperial County, Riverside County",0,0,0,2018,"Rady Children’s Hospital San Diego (RCHSD)"
California,,"Health Plan of San Mateo CCS Demo/San Mateo (Comprehensive MCO)","Health Plan of San Mateo CCS Demo","San Mateo County",0,0,0,2018,"Health Plan of San Mateo"
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Imperial","Imperial County","59,377","2,439","61,816",2018,"Centene Corporation"
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties","70,540","2,714","73,254",2018,"Centene Corporation"
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties","60,069","2,273","62,342",2018,"Centene Corporation"
California,,"Regional Model (Comprehensive MCO)","Molina Healthcare of CA Partner Plan/Imperial","Imperial County","14,159",807,"14,966",2018,"Molina Healthcare"
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties","65,657","2,371","68,028",2018,"Anthem Insurance Companies, Inc."
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties","84,249","2,880","87,129",2018,"Anthem Insurance Companies, Inc."
California,,"Regional Model (Comprehensive MCO)","KP Cal LLC/Amador","Amador County",94,0,94,2018,"Kaiser Permanente"
California,,"Regional Model (Comprehensive MCO)","KP Cal LLC/El Dorado","El Dorado County","1,950",48,"1,998",2018,"Kaiser Permanente"
California,,"Regional Model (Comprehensive MCO)","KP Cal LLC/Placer","Placer County","7,153",211,"7,364",2018,"Kaiser Permanente"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Care 1st Partner Plan/San Diego","San Diego County","69,434","15,053","84,487",2018,"Blue Cross Blue Shield"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Community Health Group Partnership Plan/San Diego","San Diego County","254,741","19,408","274,149",2018,"Community Health Group"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Health Net/San Diego","San Diego County","58,742","14,473","73,215",2018,"Centene Corporation"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","KP Cal LLC/San Diego","San Diego County","45,426","6,450","51,876",2018,"Kaiser Permanente"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Molina Healthcare of CA Partner Plan/San Diego","San Diego County","211,450","16,197","227,647",2018,"Molina Healthcare"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Aetna Better Health of CA/San Diego","San Diego County","4,606",53,"4,659",2018,Aetna
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","UnitedHealthcare Community Plan/San Diego","San Diego County","5,988",138,"6,126",2018,UnitedHealthcare
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Sacramento","Sacramento County","170,285","7,533","177,818",2018,"Anthem Insurance Companies, Inc."
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Health Net/Sacramento","Sacramento County","101,630","5,568","107,198",2018,"Centene Corporation"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","KP Cal LLC/Sacramento","Sacramento County","79,367","6,557","85,924",2018,"Kaiser Permanente"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Molina Healthcare of CA Partner Plan/Sacramento","Sacramento County","52,675","3,832","56,507",2018,"Molina Healthcare"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Aetna Better Health of CA/Sacramento","Sacramento County","2,381",29,"2,410",2018,Aetna
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","UnitedHealthcare Community Plan/Sacramento","Sacramento County","4,764",140,"4,904",2018,UnitedHealthcare
California,,"Senior Care Action Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan/Los Angeles","Los Angeles County",0,"7,423","7,423",2018,"SCAN Health Plan"
California,,"Senior Care Action Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan/Riverside","Riverside County",0,"2,000","2,000",2018,"SCAN Health Plan"
California,,"Senior Care Action Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan/San Bernardino","San Bernardino County",0,"1,327","1,327",2018,"SCAN Health Plan"
California,,"Senior Care Action Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan (Nurs hm cert)/Los Angeles","Los Angeles County",0,"1,596","1,596",2018,"SCAN Health Plan"
California,,"Senior Care Action Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan (Nurs hm cert)/Riverside","Riverside County",0,531,531,2018,"SCAN Health Plan"
California,,"Senior Care Action Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan (Nurs hm cert)/San Bernardino","San Bernardino County",0,328,328,2018,"SCAN Health Plan"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","CenCal Health/San Luis Obispo","San Luis Obispo County","46,632","6,482","53,114",2018,"CenCal Health"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","CenCal Health/Santa Barbara","Santa Barbara County","113,107","12,078","125,185",2018,"CenCal Health"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Health Plan of San Mateo","San Mateo County","99,652","9,029","108,681",2018,"Health Plan of San Mateo"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Partnership HealthPlan of CA/Northeast","Lassen, Modoc, Shasta, Siskiyou, and Trinity Counties","78,321","13,696","92,017",2018,"Partnership HealthPlan of California"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Partnership HealthPlan of CA/Northwest","Del Norte and Humboldt Counties","56,124","7,510","63,634",2018,"Partnership HealthPlan of California"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Partnership Health Plan/Southeast","Napa, Solano, and Yolo Counties","166,390","23,437","189,827",2018,"Partnership HealthPlan of California"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Partnership Health Plan/Southwest","Lake, Marin, Mendocino, and Sonoma Counties","187,299","28,104","215,403",2018,"Partnership HealthPlan of California"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Central California Alliance for Health/Merced","Merced County","113,142","10,795","123,937",2018,"Central California Alliance for Health"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Central California Alliance for Health/Monterey Santa Cruz","Monterey and Santa Cruz Counties","204,898","20,357","225,255",2018,"Central California Alliance for Health"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)",CalOptima/Orange,"Orange County","678,532","80,327","758,859",2018,CalOptima
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Gold Coast Health Plan/Ventura","Ventura County","177,647","21,560","199,207",2018,"Gold Coast Health Plan"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/Kern","Kern County","70,674","3,085","73,759",2018,"Centene Corporation"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/Los Angeles","Los Angeles County","861,114","139,053","1,000,167",2018,"Centene Corporation"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/San Joaquin","San Joaquin County","20,530",546,"21,076",2018,"Centene Corporation"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/Stanislaus","Stanislaus County","65,828","2,441","68,269",2018,"Centene Corporation"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/Tulare","Tulare County","110,699","3,780","114,479",2018,"Centene Corporation"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","CalViva Health/Fresno","Fresno County","286,356","10,881","297,237",2018,"CalViva Health"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","CalViva Health/Kings","Kings County","27,328",949,"28,277",2018,"CalViva Health"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","CalViva Health/Madera","Madera County","35,920","1,090","37,010",2018,"CalViva Health"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Fresno","Fresno County","104,856","3,946","108,802",2018,"Anthem Insurance Companies, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Kings","Kings County","19,155",589,"19,744",2018,"Anthem Insurance Companies, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Madera","Madera County","18,868",514,"19,382",2018,"Anthem Insurance Companies, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Alameda","Alameda County","58,024","2,661","60,685",2018,"Anthem Insurance Companies, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Contra Costa","Contra Costa County","26,316",836,"27,152",2018,"Anthem Insurance Companies, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/San Francisco","San Francisco County","16,513","2,427","18,940",2018,"Anthem Insurance Companies, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Santa Clara","Santa Clara County","57,721","13,268","70,989",2018,"Anthem Insurance Companies, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Tulare","Tulare County","89,538","3,238","92,776",2018,"Anthem Insurance Companies, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Kern Family Health Care","Kern County","248,909","7,516","256,425",2018,"Kern Health Systems"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","L.A. Care Health Plan/Los Angeles","Los Angeles County","1,841,741","236,123","2,077,864",2018,"L.A. Care"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Contra Costa Health Plan","Contra Costa County","171,320","10,901","182,221",2018,"Contra Costa Health Plan"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Alameda Alliance for Health","Alameda County","240,968","21,233","262,201",2018,"Alameda Alliance for Health"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Inland Empire Health Plan/Riverside","Riverside County","575,779","33,781","609,560",2018,"Inland Empire Health Plan"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Inland Empire Health Plan/San Bernardino","San Bernardino County","586,801","34,322","621,123",2018,"Inland Empire Health Plan"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Molina Healthcare of CA Partner Plan/Riverside","Riverside County","75,018","9,279","84,297",2018,"Molina Healthcare"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Molina Healthcare of CA Partner Plan/San Bernardino","San Bernardino County","64,751","7,588","72,339",2018,"Molina Healthcare"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","San Francisco Health Plan","San Francisco County","116,919","12,550","129,469",2018,"San Francisco Health Plan"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Plan of San Joaquin/San Joaquin","San Joaquin County","208,433","9,576","218,009",2018,"Health Plan of San Joaquin"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Plan of San Joaquin/Stanislaus","Stanislaus County","123,900","4,156","128,056",2018,"Health Plan of San Joaquin"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Santa Clara Family Health Plan","Santa Clara County","220,347","30,708","251,055",2018,"Santa Clara Family Health Plan"
California,,"Family Mosaic Program/San Francisco (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Family Mosaic Project/San Francisco","San Francisco",32,0,32,2018,"San Francisco Health Plan"
California,,"Dental Managed Care/Los Angeles (Dental only (PAHP))","Health Net Dental Plan/Los Angeles","Los Angeles County","173,986","14,023","188,009",2018,"Health Net"
California,,"Dental Managed Care/Los Angeles (Dental only (PAHP))","Access Dental Plan/Los Angeles","Los Angeles County","155,811","13,734","169,545",2018,"Access Dental, Inc."
California,,"Dental Managed Care/Los Angeles (Dental only (PAHP))","LIBERTY Dental Plan/Los Angeles","Los Angeles County","58,936","5,269","64,205",2018,"LIBERTY Dental Plan"
California,,"Dental Managed Care/Sacramento (Dental only (PAHP))","Health Net Dental Plan/Sacramento","Sacramento County","121,027","6,671","127,698",2018,"Health Net"
California,,"Dental Managed Care/Sacramento (Dental only (PAHP))","Access Dental Plan/Sacramento","Sacramento County","127,500","6,115","133,615",2018,"Access Dental, Inc."
California,,"Dental Managed Care/Sacramento (Dental only (PAHP))","LIBERTY Dental Plan/Sacramento","Sacramento County","155,037","7,687","162,724",2018,"LIBERTY Dental Plan"
California,,"Positive Healthcare/Los Angeles (Other Prepaid Health Plan (PHP) (limited benefits))","Positive Healthcare/Los Angeles","Los Angeles",331,339,670,2018,"AIDS Healthcare Foundation"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Redwood Coast Pace/Humboldt","Humboldt County",14,141,155,2018,"Humboldt Senior Resource Center"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","San Diego PACE","San Diego County",86,236,322,2018,PACE
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","St. Paul's PACE/San Diego","San Diego County",149,580,729,2018,"Community Eldercare of San Diego"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Sutter SeniorCare PACE/Sacramento","Sacramento County",31,263,294,2018,"Sutter Health"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","AltaMed Senior Buenacare/Los Angeles","Los Angeles County",673,"1,858","2,531",2018,"AltaMed Health Services Corporation"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Brandman Centers for Senior Care/Los Angeles","Los Angeles County",30,199,229,2018,"Brandman Centers for Senior Care"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","CalOptima PACE/Orange","Orange County",110,164,274,2018,CalOptima
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Center for Elders Independence/Alameda","Alameda County",68,558,626,2018,"Center for Elders Independence"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Center for Elders Independence/Contra Costa","Contra Costa County",15,65,80,2018,"Center for Elders Independence"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Fresno PACE","Fresno County",213,307,520,2018,"Central Valley Medical Services Corporation"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge PACE/Riverside","Riverside County",37,104,141,2018,InnovAge
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge PACE/San Bernardino County","San Bernardino County",97,287,384,2018,InnovAge
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","On Lok Lifeways/Alameda","Alameda County",56,194,250,2018,"On Lok Lifeways"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","On Lok Lifeways/Santa Clara","Santa Clara County",49,207,256,2018,"On Lok Lifeways"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","On Lok Lifeways/San Francisco","San Francisco County",88,905,993,2018,"On Lok Lifeways"
"Colorado3,4"," Colorado reported plan level enrollment as 0 for plans that had less than 30 beneficiaires. As a result, reported plan-level enrollment in PACE may be lower than actual enrollment. Colorado's comprehensive MCOs, Rocky Mountain Health Plans PRIME and Denver Health Medicaid Choice, are contracted under Regional Accountable Entity (RAE) 1 and RAE 5 of the state's PCCM Entity program, Accountable Care Collaborative.","Denver Health Medicaid Choice (Comprehensive MCO)","Denver Health Medicaid Choice","Denver, Arapahoe, Adams, and Jefferson Counties","78,073","3,852","81,925",2018,"Denver Health and Hospital Authority"
"Colorado3,4"," Colorado reported plan level enrollment as 0 for plans that had less than 30 beneficiaires. As a result, reported plan-level enrollment in PACE may be lower than actual enrollment. Colorado's comprehensive MCOs, Rocky Mountain Health Plans PRIME and Denver Health Medicaid Choice, are contracted under Regional Accountable Entity (RAE) 1 and RAE 5 of the state's PCCM Entity program, Accountable Care Collaborative.","Accoutable Care Collaborative: Rocky Mountain Health Plans Prime (Comprehensive MCO)","Accountable Care Collaborative: Rocky Mountain Health Plans Prime","Garfield, Gunnison, Mesa, Montrose, Pitkin, and Rio Blanco Counties","32,477","4,006","36,483",2018,"Rocky Mountain Health"
"Colorado3,4"," Colorado reported plan level enrollment as 0 for plans that had less than 30 beneficiaires. As a result, reported plan-level enrollment in PACE may be lower than actual enrollment. Colorado's comprehensive MCOs, Rocky Mountain Health Plans PRIME and Denver Health Medicaid Choice, are contracted under Regional Accountable Entity (RAE) 1 and RAE 5 of the state's PCCM Entity program, Accountable Care Collaborative.","Accountable Care Collaborative (ACC) (Primary Care Case Management Entity (PCCM Entity))","RAE 1: Rocky Mountain Health Plans","Moffat, Routt, Jackson, Grand, Summit, Eagle, Garfield, Mesa, Delta, Pitkin, Gunnison, Montrose, Ouray, San Miguel, Hinsdale, Dolores, San Juan, Montezuma, La Plata, Archuleta, and Larimer Counties","137,867","8,669","146,536",2018,UnitedHealthcare
"Colorado3,4"," Colorado reported plan level enrollment as 0 for plans that had less than 30 beneficiaires. As a result, reported plan-level enrollment in PACE may be lower than actual enrollment. Colorado's comprehensive MCOs, Rocky Mountain Health Plans PRIME and Denver Health Medicaid Choice, are contracted under Regional Accountable Entity (RAE) 1 and RAE 5 of the state's PCCM Entity program, Accountable Care Collaborative.","Accountable Care Collaborative (ACC) (Primary Care Case Management Entity (PCCM Entity))","RAE 2: Northeast Health Partners","Cheyenne, Kit Carson, Lincoln, Logan, Morgan, Phillips, Sedgwick, Washington, Weld, and Yuma Counties","81,472","6,132","87,604",2018,"Northeast Health Partners"
"Colorado3,4"," Colorado reported plan level enrollment as 0 for plans that had less than 30 beneficiaires. As a result, reported plan-level enrollment in PACE may be lower than actual enrollment. Colorado's comprehensive MCOs, Rocky Mountain Health Plans PRIME and Denver Health Medicaid Choice, are contracted under Regional Accountable Entity (RAE) 1 and RAE 5 of the state's PCCM Entity program, Accountable Care Collaborative.","Accountable Care Collaborative (ACC) (Primary Care Case Management Entity (PCCM Entity))","RAE 3: Colorado Access","Adams, Arapahoe, Douglas, and Elbert Counties","238,753","13,526","252,279",2018,"Colorado Access"
