state,notes,program_name,plan_name,geographic_region,medicaidonly_enrollment,dual_enrollment,total_enrollment,year,parent_organization
Texas,,"Medical Transportation Program (Non-Emergency Medical Transportation)",Logisticare,"Atascosa, Bandera, Bastrop, Bell, Bexar, Blanco, Bosque, Brazos, Burleson, Burnet, Caldwell, Comal, Coryell, Dallas, Denton, Ellis, Erath, Falls, Fayette, Freestone, Frio, Gillespie, Grimes,  Guadalupe, Hamilton, Hays, Hill, Hood, Hunt, Johnson, Karnes, Kaufman, Kendall, Kerr, Lampasas, Lee, Leon, Limestone, Llano, Madison  Mason, Mclennan, Medina, Milam, Mills  Navarro, Palo Pinto, Parker, Robertson,  Rockwall, San Saba, Somervell, Tarrant, Travis  Washington, Williamson, Wilson",1455724,128232,1583956,2016,
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Partnership HealthPlan of CA/Del Norte","Del Norte",9844,1525,11369,2016,
Pennsylvania,,"PA Living Independence For the Elderly (LIFE) (Program of All-inclusive Care for the Elderly (PACE))","Senior LIFE Washington H-2992","Washington , Fayette , Greene Counties",54,459,513,2016,
Texas,,"STAR (Comprehensive MCO)","Driscoll Children's Health Plan","Hidalgo SDA, Nueces SDA",151862,0,151862,2016,
Hawaii4,"Beneficiaries can simultaneously enroll in Ohana Community Care Service and another medical or dental plan under the Quest program.  The de-duplicated comprehensive MCO enrollment is 354,289.","QUEST Integration (Comprehensive MCO)","Kaiser Permanente QUEST","Oahu and Maui",30612,0,30612,2016,
Kansas,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Via Christi",Sedgwick,225,0,225,2016,
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness/Butte",Butte,34041,982,35023,2016,
Maryland,,"HealthChoice (Comprehensive MCO)","Riverside Health of Maryland","Baltimore City, Anne Arundel, Baltimore, Calvert, Caroline, Carroll, Cecil, Charles, Dorchester, Frederick, Harford, Howard, Kent, M",33414,0,33414,2016,
Arizona,,"Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS)","Bridgeway Health Solution MLTSS","Cochise, Gila, Graham, Greenlee, Maricopa, Pinal",753,4548,5301,2016,
Wisconsin,,"Program of All - Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Community Care, Inc.","Counties: Waukesha and Milwaukee",39,580,619,2016,
"New Hampshire",,"New Hampshire Health Protection Program Medicaid Care Management ABP (Comprehensive MCO)","New Hampshire Healthy Families",Statewide,2121,0,2121,2016,
Illinois,,"Family Health Plan/Affordable Care Act (FHP/ACA) (Comprehensive MCO + MLTSS)","Harmony Health Plan","Lake, Cook, DuPage, Kane, Will, Kankakee, Madison, St. Clair, Clinton, Washington, Randolph, Perry, Jackson and Williamson counties",167151,0,167151,2016,
Michigan5,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","Specialty Prepaid Inpatient Health Plan (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Macomb County CMH Services",Macomb,170504,0,170504,2016,
Nebraska,,"Nebraska Physical Health Managed Care (Comprehensive MCO)","United Health Care of Nebraska","Cass, Dodge, Douglas, Gage, Lancaster, Otoe, Sarpy, Saunders, Seward, Washington counties (Service Area 1)",60873,15,60888,2016,
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Northampton County HealthChoices - Magellan Behavioral Health of Pennsylvania","Northampton County",43587,5208,48795,2016,
"New York",,"Health and Recovery Plans (Comprehensive MCO)","Yourcare Health Plan","Allegany, Cattaraugus, Chautauqua, Erie, Monroe, & Wyoming counties.",232,0,232,2016,
Oregon6,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; and Family Dental Care; and (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","OHP - Oregon Health Plan (Comprehensive MCO)","HealthShare of Oregon","Clackamas, Multnomah, and Washington Counties",204875,16382,221257,2016,
Iowa,,"IA Healthlink (Comprehensive MCO + MLTSS)","AmeriHealth Caritas of Iowa, Inc.",Statewide,179643,28684,208327,2016,
Pennsylvania,,"PA Living Independence For the Elderly (LIFE) (Program of All-inclusive Care for the Elderly (PACE))","Albright LIFE H-9068","Lancaster , Lebanon , Clinton , Lycoming Counties; part of Chester County",5,175,180,2016,
Florida,,"Long-term Care Program (MLTSS only (PIHP and/or PAHP))","Sunshine State Health Plan, Inc.","Regions 1, 3,4, 5, 6, 7, 8, 9, 10, and 11",2872,35799,38671,2016,
Oklahoma,,"SoonerRide (Non-Emergency Medical Transportation)",SoonerRide,Statewide,531903,111886,643789,2016,
Wisconsin,,"Wisconsin Partnership Program (Comprehensive MCO + MLTSS)","Care Wisconsin Health Plan, Inc. – Care Wisconsin","Counties: Columbia, Dane, Dodge, Jefferson, Ozaukee, Sauk, Waukesha",224,1267,1491,2016,
Arizona,,"Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS)","Health Choice Arizona","Apache, Coconino, Gila, Maricopa, Mohave, Navajo, Pima, Pinal",224574,14400,238974,2016,
Michigan5,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","Specialty Prepaid Inpatient Health Plan (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Southwest Michigan Behavioral Health","Barry, Berrien, Branch, Calhoun, Cass, Kalamazoo, St. Joseph, Van Buren",187792,0,187792,2016,
Michigan5,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","Specialty Prepaid Inpatient Health Plan (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Region 10 PIHP","Genesee, Lapeer, Sanilac, St. Clair",182620,0,182620,2016,
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness/Sierra",Sierra,214,6,220,2016,
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))","Hamaspik Choice","Dutchess, Orange, Putnam, Rockland, Sullivan, & Ulster counties.",167,1600,1767,2016,
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Alta Med Health Senior Buenacare/Los Angeles","Los Angeles",506,1500,2006,2016,
"New York",,"Health and Recovery Plans (Comprehensive MCO)","Capital District Physician's Health Plan","Albany, Broome, Columbia, Fulton, Greene, Montgomery, Rensselaer, Saratoga, Schenectady, Schoharie, Tioga, & Washington counties.",276,0,276,2016,
Virginia,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Mountain Empire Older Citizen PACE (MEOC)","24215, 24216, 24218, 24219, 24221, 24230, 24243, 24244, 24245, 24246, 24248, 24250, 24251, 24258, 24263, 24265, 24271, 24273, 24277, 24279, 24281, 24282, 24283, 24290, 24293",7,92,99,2016,
"South Carolina",,"SC PACE (Program of All-inclusive Care for the Elderly (PACE))","The Oaks","Orangeburg County",13,103,116,2016,
"New York",,"Medicaid Managed Care (Comprehensive MCO)","Capital District Physician's Health Plan","Albany, Broome, Columbia, Fulton, Greene, Montgomery, Rensselaer, Saratoga, Schenectady, Schoharie, Tioga, & Washington counties.",93193,0,93193,2016,
Washington9,"In Washington, Health Homes provide services under contract with a comprehensive MCO. The de-duplicated comprehensive MCO enrollment is 1,535,441. Washington is unable to provide separate counts of Medicaid-only and dual enrollment for their NEMT, ICMH, and PACE programs. As a result, total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid dually eligible beneficiaries.","Healthy Options - Blind Disabled (Comprehensive MCO)","Coordinated Care of Washington","Adams, Asotin, Benton, Chelan, Columbia, Douglas, Franklin, Grant,  Island, Jefferson, King, Kitsap, Kittitas, Lewis, Lincoln, Mason,  Pacific, Pierce, San Juan, Skagit, Snohomish, Spokane, Stevens, Thurston, Wahkiakum, WalllaWalla, Whatcom, Whitman, Yakima.",11701,0,11701,2016,
"Rhode Island",,"RIte Care (Comprehensive MCO)","United Healthcare",Statewide,47584,0,47584,2016,
Texas,,"STAR Kids (Comprehensive MCO)","Community First Health Plan","Bexar SDA",0,0,0,2016,
Michigan,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","Healthy Michigan Plan (Comprehensive MCO)","Molina Healthcare of Michigan","Alcona, Allegan, Alpena, Antrim, Arenac, Barry, Bay, Benzie, Berrien, Branch, Calhoun, Cass, Charlevoix, Cheboygan, Clare, Clinton, Crawford, Eaton, Emmet, Genesee, Gladwin, Grand Traverse, Gratiot, Hillsdale, Huron, Ingham, Ionia, Iosco, Isabella, Jackson, Kalamazoo, Kalkaska, Kent, Lake, Lapeer, Lenawee, Livingston, Macomb, Manistee, Mason, Mecosta, Midland, Missaukee, Monroe, Montcalm, Montmorency, Muskegon, Newaygo, Oakland, Oceana, Ogemaw, Osceola, Oscoda, Otsego, Ottawa, Presque Isle, Roscommon, Saginaw, St. Clair, St. Joseph, Sanilac, Shiawassee, Tuscola, VanBuren, Washtenaw, Wayne, Wexford",87696,0,87696,2016,
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))","Independent Care Systems","New York City.",1143,5017,6160,2016,
Colorado,,"Accountable Care Collaborative: Rocky Mountain Health Plans Prime (ACC: RMHP Prime) (Comprehensive MCO)","Accountable Care Collaborative: Rocky Mountain Heatlh Plans Prime (ACC: RMHP Prime)","Garfield, Gunnison, Mesa, Montrose, Pitkin and Rio Blanco Counties",31120,2944,34064,2016,
Pennsylvania,,"PA Living Independence For the Elderly (LIFE) (Program of All-inclusive Care for the Elderly (PACE))","SpiriTrust LIFE H-2537","Franklin (partial), Cumberland Counties",4,86,90,2016,
"West Virginia",,"WV Mountain Health Trust (Comprehensive MCO)","The Health Plan",Statewide,72947,0,72947,2016,
Delaware,,"Diamond State Health Plan (Comprehensive MCO + MLTSS)","Highmark Health Options",Statewide,102455,4044,106499,2016,
Minnesota,,"Prepaid Medical Assistance Plan Plus (PMAP+) (Comprehensive MCO + MLTSS)",Ucare,statewide,12301,0,12301,2016,
Florida,,"Managed Medical Assistance Program (Comprehensive MCO)","Molina Healthcare of Florida, Inc.","Regions 1, 4, 6, 7, 8, 9, and 11",310783,12560,323343,2016,
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Yuba",Yuba,15685,301,15986,2016,
Utah,,"Prepaid Mental Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Southwest Behavioral Health","Beaver, Garfield, Kane, Iron, Washington",24250,2441,26691,2016,
"South Carolina",,"South Carolina Managed Care Organizations (Comprehensive MCO)","Absolute Total Care",Statewide,112658,0,112658,2016,
Wisconsin,,"BadgerCare Plus (Comprehensive MCO)","MHS of Wisconsin","Counties: Ashland, Bayfield, Brown, Calumet, Chippewa, Clark, Crawford, Dodge, Door, Douglas, Eau Claire, Fond du Lac, Forest, Green Lake, Iron, Jefferson, Kenosha, Kewaunee, Langlade, Lincoln, Manitowoc, Marathon, Marinette, Marquette, Menominee, Milwaukee, Oconto, Oneida, Outagamie, Ozaukee, Polk, Portage, Price, Racine, Rock, Rusk, Sawyer,  Shawano, Sheboygan, Taylor, Vilas, Walworth, Washburn, Waukesha, Waupaca, Waushara, Winnebago, Wood",32604,20,32624,2016,
Minnesota,,"Minnesota Senior Health Option (MSHO) (Comprehensive MCO + MLTSS)","South Country Health","Brown, Dodge, Freeborn, Kanabec, Morrison, Sibley, Steele, Todd, Wabasha, Wadena, and Waseca counties",0,1567,1567,2016,
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Alpine",Alpine,138,9,147,2016,
Louisiana,,"Healthy Louisiana (MCO) (Comprehensive MCO)","UnitedHealthcare Community Plan",Statewide,370011,0,370011,2016,
Maine,,"NET (Non-Emergency Medical Transportation)","Penquis CAP","Regions 3 and 4",54468,15816,70284,2016,
Massachusetts,,"Senior Care Options (Comprehensive MCO + MLTSS)","Navicare HMO","Bristol, Essex, Franklin, Hampden, Middlesex, Norolk, Plymouth, Suffolk and Worcester Counties",165,4623,4788,2016,
"North Carolina",,"1915(b)/(c) Medicaid Waiver for MH/DD/SA Services (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Eastpointe Human Services","Counties: Bladen, Columbus, Duplin, Edgecombe, Greene, Lenoir, Nash, Robeson, Sampson, Scotland, Wayne, Wilson",167505,27032,194537,2016,
Missouri,,"Non-Emergency Medical Transportation Program (NEMT) (Non-Emergency Medical Transportation)","Logisticare Solutions",Statewide,323128,144162,467290,2016,
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/San Benito","San Benito",7697,69,7766,2016,
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Amador",Amador,5264,149,5413,2016,
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Lehigh County HealthChoices - Magellan Behavioral Health of Pennsylvania","Lehigh County",67513,8044,75557,2016,
Illinois,,"Managed Long Term Services and Supports (MLTSS only (PIHP and/or PAHP))","Meridian Health Plan","Cook, DuPage, Kane and Will counties",0,19,19,2016,
Michigan,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","PACE (Program of All-inclusive Care for the Elderly (PACE))","Genesys PACE",Genesee,3,24,27,2016,
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness/Mariposa",Mariposa,959,22,981,2016,
Texas,,"STAR Health (Comprehensive MCO)","Superior Health Plan",Statewide,31662,0,31662,2016,
Arizona,,"Arizona Health Care Cost Containment System (Comprehensive MCO + MLTSS)","Mercy Care Plan MLTSS","Maricopa, Pima",2124,9041,11165,2016,
"North Carolina",,"Program of All Inclusive Care for the Elderly (Program of All-inclusive Care for the Elderly (PACE))","Carolina Seniorcare","Serving the following zip codes in Davidson, Davie, Iredell and Rowan Counties:    27012, 27107, 27127, 27239, 27262, 27265, 27284, 27292, 27295, 27299, 27360, 28127, 27013, 27054, 28023, 28071, 28081, 28083, 28088, 28125, 28137, 28138, 28144, 28146, 28147, 28159, 27006, 27028, 27013, 27020, 28115, 28117, 28166, 28625, 28634, 28636, 28660, 28677, 28689",130,61,191,2016,
Florida,,"Managed Medical Assistance Program (Comprehensive MCO)","Humana Medical Plan","Regions 1, 6, 9, 10, and 11",320561,21077,341638,2016,
Tennessee7,"Beneficiaries can simultaneously enroll in (1) Magellan Health services, (2) DentaQuest USA Insurance Company, and (3) another comprehensive MCO. The de-duplicated comprehensive MCO enrollment is 1,556,089","TennCare II (Comprehensive MCO + MLTSS)","Magellan Health Services",Statewide,1403456,367,1403823,2016,
Utah,,"Prepaid Mental Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Weber Mental Health","Weber, Morgan",25122,2972,28094,2016,
Michigan,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","MI Choice (MLTSS only (PIHP and/or PAHP))","The Senior Alliance",Wayne,33,420,453,2016,
"New York",,"Health and Recovery Plans (Comprehensive MCO)","HIP of Greater New York","New York City & Nassau, Suffolk, Westchester counties.",3229,0,3229,2016,
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Partnership HealthPlan of CA/Lassen",Lassen,6228,941,7169,2016,
Ohio,,"Medicaid Managed Care (Comprehensive MCO)","Molina Healthcare of Ohio",Statewide,313922,0,313922,2016,
Oregon6,"Oregon Health Plan includes (1) Coordinated Care Organizations (CCOs); (2) Dental Care Organizations (DCOs), like Access Dental Plan, LLC; Advantage Dental Services; Capitol Dental Care, Inc.; CareOregon Dental; and Family Dental Care; and (3) the Mental Health Organization called Greater Oregon Behavioral Health, Inc. CCO enrollees receive physical, dental and mental health services and may be enrolled in more than one plan type simultaneously.","OHP - Oregon Health Plan (Comprehensive MCO)","PrimaryHealth of Josephine County","Douglas (97410, 97442 only), Jackson (97497, 97525, 97527, 97530, 97537 only), and Josephine Counties",10429,523,10952,2016,
Wisconsin,,"BadgerCare Plus (Comprehensive MCO)","Gundersen Health Plan","Counties: Buffalo, Crawford, Grant, Jackson, Juneau, La Crosse, Monroe, Richland, Sauk, Trempealeau, Vernon",17066,16,17082,2016,
"Rhode Island",,"ConnectCare Choice Community Partners (Primary Care Case Management (PCCM))",CareLink,Statewide,0,0,0,2016,
Texas,,"STAR Kids (Comprehensive MCO)","Texas Children's Health Plan","Harris SDA, Jefferson SDA, MRSA Northeast SDA",0,0,0,2016,
Virginia,,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Sentara Life Care PACE - Churchland","23320, 23321, 23322, 23323, 23324, 23325, 23432, 23433,23434, 23435, 23436, 23437, 23438, 23451, 23452, 23453, 23454, 23455, 23456",8,95,103,2016,
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Kaiser/San Diego","San Diego",46310,6339,52649,2016,
Michigan,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","Healthy Michigan Plan (Comprehensive MCO)","Upper Peninsula Health Plan","Alger, Baraga, Chippewa, Delta, Dickinson, Gogebic, Houghton, Iron, Keweenaw, Luce, Mackinac, Marquette, Menominee, Ontonagon, Schoolcraft",14503,0,14503,2016,
Michigan,"Michigan is not able to provide dual-eligible enrollment for the Specialty Prepaid Inpatient Health plan.","MI Choice (MLTSS only (PIHP and/or PAHP))","Northeast MI Community Service Agency","Alcona, Alpena, Arenac, Cheboygan, Crawford, Iosco, Montmorency, Ogemaw, Oscoda, Otsego, Presque Isle, Roscommon",37,416,453,2016,
Florida,,"Managed Medical Assistance Program (Comprehensive MCO)","Sunshine State Health Plan, Inc.",Statewide,31129,0,31129,2016,
"New York",,"Managed Long Term Care (MLTSS only (PIHP and/or PAHP))","Montefiore HMO","New York City & Westchester County.",101,1052,1153,2016,
"New Jersey",,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Inspira LIFE","08028, 08062, 08071, 08094, 08098, 08302, 08311, 08312, 08314, 08316, 08318, 08321, 08322, 08323, 08324, 08327, 08328, 08329, 08332, 08343, 08344, 08345, 08348, 08349, 08352, 08353, 08360, 08361, 08362",23,202,225,2016,
Colorado,,"Accountable Care Collaborative (Primary Care Case Management Entity (PCCM Entity))","RCCO 2: Colorado Access","Cheyenne, Kit Carson, Lincoln, Logan, Morgan, Phillips, Sedgwick, Washington, Weld and Yuma Counties",72435,3151,75586,2016,
Washington9,"In Washington, Health Homes provide services under contract with a comprehensive MCO. The de-duplicated comprehensive MCO enrollment is 1,535,441. Washington is unable to provide separate counts of Medicaid-only and dual enrollment for their NEMT, ICMH, and PACE programs. As a result, total enrollment counts presented in this table include both Medicaid-only and Medicare-Medicaid dually eligible beneficiaries.","Apple Health (Program includes, AHAC, CHIP, HOFC, & HO) (Comprehensive MCO)",Amerigroup,"Adams, Asotin, Benton, Chelan, Columbia, Cowlitz, Douglas, Ferry, Franklin, Garfield, Grays Harbor, Island, Jefferson, King, Kitsap, Kittitas, Klickitat, Lewis, Lincoln, Mason, Okanogan, Pacific, Pend Oreille, Pierce, San Juan, Skagit, Snohomish, Spokane, Stevens, Thurston, Wahkiakum, WalllaWalla, Whatcom, Whitman, Yakima.",137298,0,137298,2016,
"New York",,"PACE (Program of All-inclusive Care for the Elderly (PACE))","Independent Living for Seniors","Monroe County",41,635,676,2016,
Pennsylvania,,"HealthChoices - Behavioral Health (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","Blair County HealthChoices - Community Care Behavioral Health Organization","Blair County",25315,3600,28915,2016,
Wisconsin,,"SSI Managed Care (Comprehensive MCO)","Group Health Cooperative Of Eau Claire","Counties: Ashland, Buffalo, Chippewa, Columbia, Crawford, Douglas, Eau Claire, Forest, Grant, Green, Iowa, Iron, Jackson, Juneau, La Crosse, Lafayette, Langlade, Lincoln, Marathon, Oneida, Pepin, Polk, Portage, Price, Richland, Shawano, Trempealeau, Vernon, Vilas, Washburn, Wood",1346,551,1897,2016,
Florida,,"Managed Medical Assistance Program (Comprehensive MCO)","Wellcare Health Plan of Florida DBA Staywell","Regions 2, 3, 4, 5, 6, 7, 8, and 11",653023,22988,676011,2016,
Arkansas3,"Arkansas is unable to report enrollment as of July 1, 2016. Enrollment figures represent cumulative enrollment for the state fiscal year (July 1,2015-June 30, 2016).","Primary Care Case Mangement (Primary Care Case Management (PCCM))","Multiple Primary Care Providers",Statewide,508813,0,508813,2016,
Minnesota,,"Special Needs Basic Care (SNBC) (Comprehensive MCO + MLTSS)","PrimeWest Health","Beltrami, Bigstone, Clearwater, Douglas, Grant, Hubbard, McLeod, Meeker, Pipestone, Pope, Renville, Stevens, and Traverse counties",737,1432,2169,2016,
Wisconsin,,"WrapAround Milwaukee (Behavioral Health Organization (BHO) only (PIHP and/or PAHP))","WrapAround Milwaukee","County: Milwaukee",1149,7,1156,2016,
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness/Calaveras",Calaveras,6049,182,6231,2016,
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Plan of San Joaquin/San Joaquin","San Joaquin",208967,8179,217146,2016,
