state,notes,program_name,plan_name,geographic_region,medicaidonly_enrollment,dual_enrollment,total_enrollment,year,parent_organization
Arkansas,,"HMO Partners, Inc (Other Prepaid Health Plan (PHP) (limited benefits))","HMO Partners, Inc",Statewide,"23,569",0,"23,569",2021,"Health Advantage"
Arkansas,,"PACE (Program of All-inclusive Care for the Elderly (PACE))",PACE,"Craighead, Lawrence, Mississippi, Greene, Poinsett, Randolph, Faulkner, Lonoke, Saline, Pulaksi, Benton, Madison, and Washington counties",17,413,430,2021,N/A
California,,"Positive Healthcare/Los Angeles (Comprehensive MCO)","Positive Healthcare/Los Angeles","Los Angeles county",421,291,712,2021,"AIDS Healthcare Foundation (AHF)"
California,,"Rady Children's Hospital San Diego (RCHSD) (Comprehensive MCO)","Rady Children’s Hospital San Diego (RCHSD)","San Diego, Imperial, and Riverside county",384,0,384,2021,"Rady Children’s Hospital San Diego (RCHSD)"
California,,"Regional Model (Comprehensive MCO)","Molina Healthcare of CA-Imperial","Imperial county","14,604","1,016","15,620",2021,"Molina Healthcare"
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/San Benito","San Benito county","9,404",154,"9,558",2021,"Anthem Insurance Companies, Inc."
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Imperial","Imperial county","64,312","3,460","67,772",2021,"Centene Corporation"
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama counties","81,391","3,918","85,309",2021,"Centene Corporation"
California,,"Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties","62,653","3,116","65,769",2021,"Centene Corporation"
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama counties","64,651","2,685","67,336",2021,"Anthem Insurance Companies, Inc."
California,,"Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties","99,069","3,827","102,896",2021,"Anthem Insurance Companies, Inc."
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","KP Cal LLC-Placer","Placer county","10,283",329,"10,612",2021,"KP Cal, LLC"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","KP Cal LLC-El Dorado","El Dorado county","2,661",87,"2,748",2021,"Kaiser-KP North"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","KP Cal LLC-Amador",Amador,184,3,187,2021,"Kaiser-KP North"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Aetna Better Health of CA/Sacramento","Sacramento county","15,048",315,"15,363",2021,"Aetna Medicaid"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Blue Shield of California Promise/San Diego","San Diego county","93,879","14,858","108,737",2021,"Blue Shield of California"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Health Net/San Diego","San Diego county","56,867","11,216","68,083",2021,"Centene Corporation"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","KP Cal LLC/San Diego","San Diego county","52,420","6,842","59,262",2021,"Kaiser Permanente"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Molina Healthcare of CA Partner Plan/San Diego","San Diego county","212,578","12,821","225,399",2021,"Molina Healthcare"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Aetna Better Health of CA/San Diego","San Diego county","20,593",349,"20,942",2021,"Aetna Medicaid"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","UnitedHealthcare Community Plan/San Diego","San Diego county","23,591",542,"24,133",2021,UnitedHealthcare
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Sacramento","Sacramento county","188,571","7,704","196,275",2021,"Anthem Insurance Companies, Inc."
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Health Net/Sacramento","Sacramento county","115,701","4,638","120,339",2021,"Centene Corporation"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","KP Cal LLC/Sacramento","Sacramento county","94,782","8,486","103,268",2021,"Kaiser Permanente"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Molina Healthcare of CA Partner Plan/Sacramento","Sacramento county","50,630","2,541","53,171",2021,"Molina Healthcare"
California,,"Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Community Health Group-San Diego","San Diego","274,645","19,324","293,969",2021,"Community Health Group Foundation"
California,,"Senior Care Action Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan/Los Angeles","Los Angeles county",0,"10,013","10,013",2021,"SCAN Health Plan"
California,,"Senior Care Action Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan Riverside/San Bernardino","Riverside and San Bernardino counties",0,"4,293","4,293",2021,"SCAN Health Plan"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","CenCal Health/San Luis Obispo","San Luis Obispo county","53,886","6,763","60,649",2021,"CenCal Health"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","CenCal Health/Santa Barbara","Santa Barbara county","130,636","12,685","143,321",2021,"CenCal Health"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Health Plan of San Mateo","San Mateo county","111,140","8,608","119,748",2021,"Health Plan of San Mateo"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Partnership HealthPlan of CA/Northeast","Lassen, Modoc, Shasta, Siskiyou, and Trinity counties","86,779","14,755","101,534",2021,"Partnership HealthPlan of California"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Partnership HealthPlan of CA/Northwest","Del Norte and Humboldt counties","61,345","8,031","69,376",2021,"Partnership HealthPlan of California"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Partnership HealthPlan/Southeast","Napa, Solano, and Yolo countries","185,211","24,344","209,555",2021,"Partnership HealthPlan of California"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Partnership HealthPlan/Southwest","Lake, Marin, Mendocino, and Sonoma counties","203,571","28,514","232,085",2021,"Partnership HealthPlan of California"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Central California Alliance for Health/Merced","Merced county","124,137","11,795","135,932",2021,"Central California Alliance for Health"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Central California Alliance for Health/Monterey Santa Cruz","Monterey and Santa Cruz counties","220,889","21,732","242,621",2021,"Central California Alliance for Health"
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)",CalOptima/Orange,"Orange county","741,378","87,979","829,357",2021,CalOptima
California,,"County Organized Health Systems (COHS) Model (Comprehensive MCO + MLTSS)","Gold Coast Health Plan/Ventura","Ventura county","199,501","23,658","223,159",2021,"Gold Coast Health Plan"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","L.A. Care Health Plan/Los Angeles","Los Angeles county","2,040,723","232,169","2,272,892",2021,"L.A. Care"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Contra Costa Health Plan","Contra Costa county","196,381","11,683","208,064",2021,"Contra Costa Health Plan"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Alameda Alliance for Health","Alameda county","263,537","20,944","284,481",2021,"Alameda Alliance for Health"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Inland Empire Health Plan/Riverside","Riverside county","667,886","34,446","702,332",2021,"Inland Empire Health Plan"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Inland Empire Health Plan/San Bernardino","San Bernardino county","649,289","33,255","682,544",2021,"Inland Empire Health Plan"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Molina Healthcare of CA Partner Plan/Riverside","Riverside county","85,611","8,131","93,742",2021,"Molina Healthcare"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Molina Healthcare of CA Partner Plan/San Bernardino","San Bernardino county","70,398","6,625","77,023",2021,"Molina Healthcare"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","San Francisco Health Plan","San Francisco county","135,166","14,790","149,956",2021,"San Francisco Health Plan"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Plan of San Joaquin/San Joaquin","San Joaquin county","224,765","9,363","234,128",2021,"Health Plan of San Joaquin"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Plan of San Joaquin/Stanislaus","Stanislaus county","140,782","4,948","145,730",2021,"Health Plan of San Joaquin"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Santa Clara Family Health Plan","Santa Clara county","246,825","27,043","273,868",2021,"Santa Clara Family Health Plan"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/Kern","Kern county","68,927","3,242","72,169",2021,"Centene Corporation"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/Los Angeles","Los Angeles county","865,070","125,832","990,902",2021,"Centene Corporation"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/San Joaquin","San Joaquin county","21,495",654,"22,149",2021,"Centene Corporation"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/Stanislaus","Stanislaus county","60,578","2,338","62,916",2021,"Centene Corporation"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/Tulare","Tulare county","112,311","4,412","116,723",2021,"Centene Corporation"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","CalViva Health/Fresno","Fresno county","301,149","10,992","312,141",2021,"CalViva Health"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","CalViva Health/Kings","Kings county","31,462","1,156","32,618",2021,"CalViva Health"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","CalViva Health/Madera","Madera county","40,255","1,347","41,602",2021,"CalViva Health"
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Fresno","Fresno county","120,658","3,977","124,635",2021,"Anthem Insurance Companies, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Kings","Kings county","20,804",656,"21,460",2021,"Anthem Insurance Companies, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Madera","Madera county","22,801",656,"23,457",2021,"Anthem Insurance Companies, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Alameda","Alameda county","65,075","2,610","67,685",2021,"Anthem Insurance Companies, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Contra Costa","Contra Costa county","31,606",856,"32,462",2021,"Anthem Insurance Companies, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/San Francisco","San Francisco county","18,441","1,916","20,357",2021,"Anthem Insurance Companies, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Santa Clara","Santa Clara county","62,095","11,941","74,036",2021,"Anthem Insurance Companies, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Tulare","Tulare county","104,283","3,816","108,099",2021,"Anthem Insurance Companies, Inc."
California,,"Two-Plan Model (Comprehensive MCO + MLTSS)","Kern Family Health Care","Kern county","292,965","9,895","302,860",2021,"Kern Health Systems"
California,,"Dental Managed Care/Los Angeles (Dental only (PAHP))","Health Net Dental Plan/Los Angeles","Los Angeles county","182,841","16,616","199,457",2021,"Health Net"
California,,"Dental Managed Care/Los Angeles (Dental only (PAHP))","Access Dental Plan/Los Angeles","Los Angeles","121,010","13,143","134,153",2021,"Access Dental"
California,,"Dental Managed Care/Los Angeles (Dental only (PAHP))","LIBERTY Dental Plan/Los Angeles","Los Angeles county","64,698","6,318","71,016",2021,"LIBERTY Dental Plan"
California,,"Dental Managed Care/Sacramento (Dental only (PAHP))","Health Net Dental Plan/Sacramento","Sacramento county","146,627","8,516","155,143",2021,"Health Net"
California,,"Dental Managed Care/Sacramento (Dental only (PAHP))","Access Dental Plan/Sacramento","Sacramento county","134,097","7,419","141,516",2021,"Access Dental"
California,,"Dental Managed Care/Sacramento (Dental only (PAHP))","LIBERTY Dental Plan/Sacramento","Sacramento county","175,410","9,746","185,156",2021,"LIBERTY Dental Plan"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Bakersfield PACE (Tulare)",Tulare,0,0,0,2021,"Innovative Integrated Health Inc."
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge California PACE Sacramento (San Joaquin)","San Joaquin",0,0,0,2021,"InnovAge California PACE-Sacramento"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge California PACE- Sacramento (Sutter)",Sutter,0,0,0,2021,"InnovAge California PACE- Sacramento"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge California PACE- Sacramento (Yuba)",Yuba,0,1,1,2021,"InnovAge California PACE- Sacramento"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Neighborhood PACE (Riverside)",Riverside,0,0,0,2021,"Neighborhood Healthcare PACE"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Neighborhood PACE (San Bernardino)","San Bernardino",0,0,0,2021,"Neighborhood Healthcare PACE"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Redwood Coast Pace/Humboldt","Humboldt county",26,193,219,2021,"Humboldt Senior Resource Center"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","San Diego PACE","San Diego county",712,878,"1,590",2021,"San Diego PACE"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","St. Paul’s PACE/San Diego","San Diego county",281,830,"1,111",2021,"Community Eldercare of San Diego"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Sutter SeniorCare PACE/Sacramento","Sacramento county",117,346,463,2021,"Sutter Health"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","AltaMed Senior Buenacare/Los Angeles","Los Angeles county","1,028","2,205","3,233",2021,"AltaMed Health Services Corporation"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Brandman Centers for Senior Care/Los Angeles","Los Angeles county",54,197,251,2021,"Brandman Centers for Senior Care"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","CalOptima PACE/Orange","Orange county",211,193,404,2021,CalOptima
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Center for Elders Independence/Alameda","Alameda county",152,616,768,2021,"Center for Elders Independence"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Center for Elders Independence/Contra Costa","Contra Costa county",36,91,127,2021,"Center for Elders Independence"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Fresno PACE","Fresno county",639,339,978,2021,"Innovative Integrated Health Inc"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge PACE/Riverside","Riverside county",64,255,319,2021,InnovAge
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge PACE/San Bernardino County","San Bernardino county",182,568,750,2021,InnovAge
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","On Lok Lifeways/Alameda","Alameda county",130,172,302,2021,"On Lok Lifeways"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","On Lok Lifeways/Santa Clara","Santa Clara county",116,231,347,2021,"On Lok Lifeways"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","On Lok Lifeways/San Francisco","San Francisco county",133,881,"1,014",2021,"On Lok Lifeways"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Family Health Centers of San Diego","San Diego county",68,82,150,2021,"Family Health Centers of San Diego"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Gary and Mary West PACE of Northern San Diego","San Diego county",40,111,151,2021,"West Health"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Pacific PACE/Los Angeles","Los Angeles county",83,125,208,2021,"Welbe Health"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Stockton PACE/San Joaquin","San Joaquin county",90,184,274,2021,"Welbe Health"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Stockton PACE/Stanislaus","Stanislaus county",23,25,48,2021,"Welbe Health"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","AltaMed Senior Buenacare/Orange","Orange county",0,0,0,2021,"AltaMed Health Services Corporation"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Bakersfield PACE (Kern)","Kern county",110,77,187,2021,"Innovative Integrated Health Inc."
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Central Valley PACE (Stanislaus)","Stanislaus county",44,49,93,2021,"Golden Valley Health Centers"
California2,"California plans with fewer than 11 beneficiaries are shown with 0 enrollment.  As a result, PACE program level enrollment may be slightly undercounted.","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Central Valley PACE (San Joaquin)","San Joaquin county",0,0,0,2021,"Golden Valley Health Centers"
California2,"California plans with fewer than 11 beneficiaries are shown with 0 enrollment.  As a result, PACE program level enrollment may be slightly undercounted.","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge California PACE- Sacramento (El Dorado)","El Dorado county",0,0,0,2021,"InnovAge California PACE- Sacramento"
California2,"California plans with fewer than 11 beneficiaries are shown with 0 enrollment.  As a result, PACE program level enrollment may be slightly undercounted.","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge California PACE- Sacramento (Placer)","Placer county",0,0,0,2021,"InnovAge California PACE- Placer"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge California PACE- Sacramento- Sac","Sacramento county",46,100,146,2021,"InnovAge California PACE- Sacramento"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Coastline PACE","Los Angeles county",60,77,137,2021,"Welbe Health"
California2,"California plans with fewer than 11 beneficiaries are shown with 0 enrollment.  As a result, PACE program level enrollment may be slightly undercounted.","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","North East Medical Services","San Francisco county",0,24,24,2021,"North East Medical Services"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Sequoia PACE (Fresno)","Fresno county",0,0,0,2021,"Welbe Health"
California2,"California plans with fewer than 11 beneficiaries are shown with 0 enrollment.  As a result, PACE program level enrollment may be slightly undercounted.","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Sequoia PACE (Kings)","Kings county",0,0,0,2021,"Welbe Health"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Sequoia PACE (Tulare)","Tulare county",0,0,0,2021,"Welbe Health"
California,,"Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Sequoia PACE(Madera)","Madera county",0,0,0,2021,"Welbe Health"
Colorado,,"Accountable Care Collaborative (ACC) (Primary Care Case Management Entity (PCCM Entity))","RAE 1: Rocky Mountain Health Plans","Moffat, Routt, Jackson, Grand, Summit, Eagle, Garfield, Mesa, Delta, Pitkin, Gunnison, Montrose, Ouray, San Miguel, Hinsdale, Dolores, San Juan, Montezuma, La Plata, Archuleta, and Larimer counties","167,699","8,796","176,495",2021,"United Healthcare, Inc."
